id,english,spanish,portuguese,example_en,example_es,example_pt,source,tags
card-588302383d5f3d98,routine conversations,conversaciones habituales,conversas rotineiras,The findings support including cannabis use in routine conversations about cardiovascular health.,El texto emplea «conversaciones habituales» en un contexto médico.,O texto emprega “conversas rotineiras” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-98fc5211ecf54bc9,harmless,inocuo,inofensivo,Clinicians should ask about frequency and route of administration without assuming that a legal or plant-derived product is harmless.,El texto emplea «inocuo» en un contexto médico.,O texto emprega “inofensivo” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-144eebe759080bb7,cardiovascular health,salud cardiovascular,saúde cardiovascular,The findings support including cannabis use in routine conversations about cardiovascular health.,El texto emplea «salud cardiovascular» en un contexto médico.,O texto emprega “saúde cardiovascular” em um contexto médico.,Extracted from simulado-04-cannabis-cardiovascular,cannabis
card-7a8619ed5a8b92dc,antibiotic resistance,resistencia a los antibióticos,resistência aos antibióticos,WHO report warns that antibiotic resistance is increasing worldwide.,El texto emplea «resistencia a los antibióticos» en un contexto médico.,O texto emprega “resistência aos antibióticos” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-2ca82203124aaaaf,bacteria,bacterias,bactérias,"In some patients, the illness begins after a viral or bacterial infection.",El texto emplea «bacterias» en un contexto médico.,O texto emprega “bactérias” em um contexto médico.,Extracted from simulado-03-post-infectious-mecfs; simulado-05-antibiotic-resistance,antimicrobial
card-1d219d588e731469,common infections,infecciones comunes,infecções comuns,"As a result, common infections become more difficult to treat, hospital stays may be prolonged and the risk of severe disease or death increases.",El texto emplea «infecciones comunes» en un contexto médico.,O texto emprega “infecções comuns” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-a9e26816891a803a,routine surgery,cirugía habitual,cirurgia de rotina,"Resistance also threatens routine surgery, cancer treatment and other medical procedures that depend on effective antibiotics.",El texto emplea «cirugía habitual» en un contexto médico.,O texto emprega “cirurgia de rotina” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-0ddab70df9c110ab,medical procedures,procedimientos médicos,procedimentos médicos,"Resistance also threatens routine surgery, cancer treatment and other medical procedures that depend on effective antibiotics.",El texto emplea «procedimientos médicos» en un contexto médico.,O texto emprega “procedimentos médicos” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-3e1b7f60af7233d8,effective antibiotics,antibióticos eficaces,antibióticos eficazes,"Resistance also threatens routine surgery, cancer treatment and other medical procedures that depend on effective antibiotics.",El texto emplea «antibióticos eficaces» en un contexto médico.,O texto emprega “antibióticos eficazes” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-c4b772614c7c3221,misuse,uso indebido,uso inadequado,"Misuse and overuse accelerate the problem, although unequal access to appropriate treatment is also a major concern..",El texto emplea «uso indebido» en un contexto médico.,O texto emprega “uso inadequado” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-8106848a7b2d42bc,overuse,uso excesivo,uso excessivo,"Misuse and overuse accelerate the problem, although unequal access to appropriate treatment is also a major concern..",El texto emplea «uso excesivo» en un contexto médico.,O texto emprega “uso excessivo” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-cacbc2d04b372be9,appropriate treatment,tratamiento adecuado,tratamento adequado,"Misuse and overuse accelerate the problem, although unequal access to appropriate treatment is also a major concern..",El texto emplea «tratamiento adecuado» en un contexto médico.,O texto emprega “tratamento adequado” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-789ff1b8c2d4dd5d,laboratory-confirmed infections,infecciones confirmadas por laboratorio,infecções confirmadas por laboratório,"The report drew on more than 23 million laboratory-confirmed infections involving the bloodstream, urinary and gastrointestinal tracts and urogenital gonorrhoea.",El texto emplea «infecciones confirmadas por laboratorio» en un contexto médico.,O texto emprega “infecções confirmadas por laboratório” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-ccc2aa1313f38a7b,bloodstream infections,infecciones del torrente sanguíneo,infecções da corrente sanguínea,"Escherichia coli and Klebsiella pneumoniae are frequent causes of severe bloodstream infections that can lead to sepsis, organ failure and death.",El texto emplea «infecciones del torrente sanguíneo» en un contexto médico.,O texto emprega “infecções da corrente sanguínea” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-d7089c593bad14fb,gastrointestinal tracts,tractos gastrointestinales,tratos gastrointestinais,"The report drew on more than 23 million laboratory-confirmed infections involving the bloodstream, urinary and gastrointestinal tracts and urogenital gonorrhoea.",El texto emplea «tractos gastrointestinales» en un contexto médico.,O texto emprega “tratos gastrointestinais” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-683ecbdba8c36ba1,urogenital gonorrhoea,gonorrea urogenital,gonorreia urogenital,"The report drew on more than 23 million laboratory-confirmed infections involving the bloodstream, urinary and gastrointestinal tracts and urogenital gonorrhoea.",El texto emplea «gonorrea urogenital» en un contexto médico.,O texto emprega “gonorreia urogenital” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-a565d4e4053a23a8,Global Antimicrobial Resistance and Use Surveillance System,Sistema Mundial de Vigilancia de la Resistencia y el Uso de Antimicrobianos,Sistema Global de Vigilância da Resistência e do Uso de Antimicrobianos,"Data for 2023 were reported by 104 countries, while 110 countries contributed information at some point between 2016 and 2023 through the Global Antimicrobial Resistance and Use Surveillance System, known as GLASS..",El texto emplea «Sistema Mundial de Vigilancia de la Resistencia y el Uso de Antimicrobianos» en un contexto médico.,O texto emprega “Sistema Global de Vigilância da Resistência e do Uso de Antimicrobianos” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-2867e973c79ee739,bacterial pathogens,patógenos bacterianos,patógenos bacterianos,The analysis covered eight common bacterial pathogens and 22 antibiotics.,El texto emplea «patógenos bacterianos» en un contexto médico.,O texto emprega “patógenos bacterianos” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-bc418c2079f009c3,pathogen–antibiotic combinations,combinaciones patógeno-antibiótico,combinações patógeno-antibiótico,"It provided global, regional and national estimates and examined trends for selected pathogen–antibiotic combinations between 2018 and 2023.",El texto emplea «combinaciones patógeno-antibiótico» en un contexto médico.,O texto emprega “combinações patógeno-antibiótico” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-f9a2006e49dfedce,annual rises,aumentos anuales,aumentos anuais,"Resistance increased in more than 40% of the monitored combinations, with average annual rises ranging from about 5% to 15%..",El texto emplea «aumentos anuales» en un contexto médico.,O texto emprega “aumentos anuais” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
card-1b07734e16e6ffa5,laboratory capacity,capacidad de laboratorio,capacidade laboratorial,Countries with limited laboratory capacity and restricted access to diagnosis or appropriate medicines often faced the greatest difficulties.,El texto emplea «capacidad de laboratorio» en un contexto médico.,O texto emprega “capacidade laboratorial” em um contexto médico.,Extracted from simulado-05-antibiotic-resistance,antimicrobial
